Referência,Quartos,Banheiros,Suítes,Vagas de Garagem,Bairro,Área Total,Valor Venda
145864-4,3,1,0,3,Uvaranas,173,380000
102715-4,3,3,1,2,Jardim Carvalho,138,380000
143860-4,2,3,1,2,Oficinas,241,380000
127541-4,2,2,1,1,Oficinas,104,380000
151064-4,4,3,1,3,Boa Vista,280,380000
132859-4,3,2,0,2,Boa Vista,219,380000
77266-4,3,2,2,3,Nova Rússia,180,380000
20944-4,4,2,0,2,Oficinas,525,380000
23269-4,3,3,1,1,Oficinas,117,380000
119087-4,3,2,0,2,Jardim Carvalho,176,380000
133370-4,3,2,0,4,Jardim Carvalho,140,380000
147291-4,3,1,0,3,Uvaranas,170,380000
128555-4,3,2,0,1,Uvaranas,416,380000
134830-4,3,2,0,2,Uvaranas,180,380000
153673-4,3,2,1,2,Jardim Carvalho,241,380000
126936-4,3,1,0,2,Nova Rússia,80,380000
46800-4,3,2,1,2,Centro,181,380000
103165-4,3,2,1,1,Contorno / Sta. Paula,495,380000
144671-4,3,3,0,3,Estrela,72,380000
119756-4,3,1,0,2,Contorno / Sta. Paula,151,380000
110528-4,3,2,0,2,Oficinas,241,380000
143522-4,2,1,0,4,Centro,149,380000
150889-4,3,2,1,2,Uvaranas,173,380000
144272-4,3,1,0,1,Uvaranas,490,380000
154466-4,3,1,0,2,Contorno / Sta. Paula,230,380000
146752-4,3,2,1,1,Uvaranas,92,380000
128935-4,3,2,0,1,Uvaranas,173,380000
18756-4,3,1,0,1,Centro,264,380000
142928-4,3,3,1,2,Jardim Carvalho,187,379000
142802-4,3,3,0,2,Jardim Carvalho,241,379000
134973-4,3,3,1,2,Jardim Carvalho,106,379000
80354-4,3,3,1,2,Ronda,225,375000
153620-4,3,3,1,2,Uvaranas,105,375000
128721-4,3,2,1,2,Ronda,225,375000
148362-4,3,3,1,2,Ronda,144,375000
154296-4,3,3,0,3,Estrela,333,375000
149092-4,4,1,0,6,Boa Vista,219,371000
144088-4,3,1,0,2,Uvaranas,118,370000
127515-4,3,3,1,2,Jardim Carvalho,143,370000
76534-4,3,2,0,2,Contorno / Sta. Paula,490,370000
129489-4,4,3,1,2,Jardim Carvalho,120,370000
144915-4,3,2,0,2,Chapada,120,370000
130557-4,2,2,0,2,Boa Vista,120,370000
132510-4,4,3,1,2,Jardim Carvalho,247,370000
144735-4,3,2,0,2,Oficinas,115,370000
127271-4,3,3,1,2,Uvaranas,136,370000
154308-4,3,1,0,2,Nova Rússia,200,370000
118963-4,3,2,0,2,Chapada,170,370000
107049-4,3,2,1,3,Uvaranas,150,370000
127472-4,3,2,1,2,Uvaranas,105,365000
147035-4,3,3,1,1,Jardim Carvalho,87,365000
129095-4,3,2,0,1,Uvaranas,260,365000
143497-4,3,1,0,2,Uvaranas,260,365000
151625-4,3,3,1,2,Jardim Carvalho,87,365000
20886-4,3,1,0,2,Uvaranas,125,360000
102744-4,3,2,1,2,Jardim Carvalho,100,360000
119130-4,3,2,0,2,Oficinas,80,360000
107297-4,3,1,0,1,Uvaranas,173,360000
148030-4,3,3,1,2,Ronda,130,360000
119183-4,3,2,0,2,Uvaranas,195,360000
119219-4,3,2,0,2,Olarias,100,360000
96123-4,5,1,2,2,Contorno / Sta. Paula,230,360000
129739-4,3,1,1,2,Uvaranas,121,360000
118744-4,3,1,0,2,Contorno / Sta. Paula,573,360000
118785-4,3,2,0,2,Nova Rússia,140,360000
154023-4,3,2,1,2,Uvaranas,173,360000
134974-4,4,3,1,1,Uvaranas,143,360000
106404-4,3,2,0,3,Oficinas,241,360000
143601-4,3,2,0,2,Jardim Carvalho,429,360000
125295-4,4,3,1,1,Uvaranas,173,360000
128963-4,3,2,1,3,Uvaranas,173,360000
132100-4,3,2,1,2,Uvaranas,195,360000
148196-4,3,2,0,2,Uvaranas,173,350000
143623-4,4,3,0,2,Nova Rússia,495,350000
127473-4,3,2,1,2,Uvaranas,105,350000
129880-4,3,3,2,3,Uvaranas,217,350000
20894-4,3,1,0,4,Uvaranas,352,350000
127526-4,2,3,2,2,Uvaranas,140,350000
151061-4,3,2,0,4,Uvaranas,120,350000
143654-4,3,3,1,2,Ronda,113,350000
134327-4,3,2,1,1,Uvaranas,140,350000
147282-4,3,1,0,4,Boa Vista,135,350000
154374-4,3,3,1,1,Jardim Carvalho,104,350000
119127-4,3,2,0,2,Uvaranas,157,350000
132002-4,3,2,1,5,Oficinas,159,350000
147070-4,2,2,0,2,Nova Rússia,100,350000
128574-4,3,1,0,2,Olarias,490,350000
142993-4,3,2,1,1,Oficinas,120,350000
127676-4,3,1,0,2,Uvaranas,152,350000
147094-4,3,2,1,3,Centro,100,350000
130822-4,3,3,1,2,Boa Vista,180,350000
126861-4,3,1,0,1,Centro,92,350000
146623-4,2,1,0,1,Uvaranas,100,350000
106075-4,3,1,0,2,Uvaranas,150,350000
130218-4,3,1,0,2,Uvaranas,150,350000
40261-4,3,1,0,2,Colônia Dona Luiza,110,350000
146190-4,3,2,0,2,Chapada,212,350000
134648-4,3,2,0,2,Boa Vista,219,350000
146191-4,3,2,0,2,Oficinas,241,350000
150678-4,3,2,0,2,Uvaranas,170,350000
119751-4,3,1,0,2,Uvaranas,173,350000
144865-4,3,2,0,2,Nova Rússia,237,350000
126466-4,3,2,1,2,Estrela,333,350000
143959-4,3,2,0,2,Boa Vista,219,350000
132016-4,3,1,0,3,Uvaranas,85,350000
52594-4,2,2,0,3,Nova Rússia,503,350000
125977-4,3,1,0,2,Cará-cará,420,350000
133446-4,3,1,0,2,Olarias,156,350000
129268-4,3,1,0,2,Chapada,150,350000
143069-4,3,2,1,3,Contorno / Sta. Paula,275,350000
109548-4,2,2,0,4,Nova Rússia,237,350000
132485-4,3,1,0,2,Ronda,94,350000
154441-4,2,1,0,4,Nova Rússia,90,350000
134952-4,3,2,0,2,Uvaranas,462,350000
143780-4,3,2,0,2,Uvaranas,210,350000
96962-4,3,2,1,2,Uvaranas,180,350000
131150-4,3,1,0,3,Estrela,333,350000
128886-4,3,1,0,1,Uvaranas,173,350000
146987-4,3,2,0,2,Nova Rússia,280,350000
154483-4,3,2,0,2,Boa Vista,587,350000
107031-4,2,1,2,1,Uvaranas,140,350000
144558-4,3,3,1,4,Uvaranas,330,350000
107928-4,3,2,1,2,Uvaranas,263,350000
132566-4,3,1,0,2,Nova Rússia,111,350000
128969-4,3,2,0,2,Olarias,196,350000
144774-4,2,1,0,2,Boa Vista,100,350000
146316-4,4,2,0,2,Olarias,429,350000
127401-4,3,1,0,2,Neves,449,349000
127372-4,3,2,0,1,Uvaranas,101,345000
133664-4,3,3,0,2,Uvaranas,122,345000
154215-4,3,3,1,1,Uvaranas,101,345000
102689-4,4,3,1,2,Uvaranas,155,340000
128081-4,3,2,1,3,Uvaranas,283,340000
119033-4,3,2,0,2,Uvaranas,290,340000
151058-4,2,1,0,2,Orfãs,120,340000
151059-4,4,1,0,1,Contorno / Sta. Paula,120,340000
143653-4,3,3,1,2,Ronda,225,340000
20939-4,3,3,0,2,Nova Rússia,495,340000
23028-4,2,3,2,2,Uvaranas,138,340000
154149-4,2,1,0,2,Cará-cará,121,340000
147802-4,2,1,0,2,Orfãs,510,340000
132218-4,3,1,0,2,Contorno / Sta. Paula,294,340000
128782-4,2,1,0,1,Uvaranas,114,340000
130044-4,3,2,1,1,Ronda,90,340000
128829-4,3,2,1,3,Ronda,225,340000
144261-4,3,3,1,1,Colônia Dona Luiza,105,340000
132054-4,3,2,0,2,Ronda,225,340000
154022-4,3,1,1,2,Jardim Carvalho,241,340000
147202-4,4,3,2,2,Boa Vista,120,340000
148946-4,3,2,1,2,Uvaranas,200,340000
144334-4,3,2,0,2,Uvaranas,120,335000
127466-4,3,3,1,2,Estrela,152,330000
148199-4,2,1,0,4,Neves,178,330000
150950-4,3,1,0,1,Colônia Dona Luiza,243,330000
133323-4,3,1,0,2,Chapada,210,330000
147057-4,3,1,0,2,Jardim Carvalho,96,330000
131481-4,3,3,1,1,Olarias,429,330000
131485-4,2,2,1,2,Nova Rússia,237,330000
148440-4,2,1,0,2,Neves,156,330000
150637-4,3,2,0,2,Neves,117,330000
149049-4,3,1,0,2,Uvaranas,120,330000
126448-4,2,2,0,2,Uvaranas,94,330000
147597-4,3,2,0,2,Neves,130,330000
126739-4,2,1,1,2,Chapada,170,330000
151347-4,2,1,0,1,Jardim Carvalho,241,330000
130667-4,3,1,1,2,Ronda,225,330000
145781-4,2,1,0,2,Uvaranas,156,330000
111365-4,2,2,1,1,Uvaranas,173,330000
154708-4,3,2,0,2,Olarias,160,330000
102101-4,2,1,0,3,Uvaranas,173,330000
126863-4,3,1,1,2,Uvaranas,173,330000
132083-4,3,2,0,1,Uvaranas,173,330000
68137-4,3,1,0,2,Boa Vista,190,330000
145401-4,4,2,0,2,Chapada,194,325000
150951-4,2,1,0,1,Contorno / Sta. Paula,300,320000
134545-4,4,3,1,2,Boa Vista,219,320000
129622-4,3,2,0,2,Ronda,462,320000
98848-4,4,2,0,2,Olarias,151,320000
151109-4,2,1,0,4,Orfãs,85,320000
20909-4,3,1,0,3,Estrela,230,320000
131270-4,3,2,0,2,Boa Vista,219,320000
127876-4,4,1,0,4,Oficinas,450,320000
146835-4,3,1,0,2,Oficinas,93,320000
128548-4,3,2,0,2,Oficinas,241,320000
147069-4,2,2,1,3,Jardim Carvalho,241,320000
128572-4,3,2,0,1,Uvaranas,160,320000
147794-4,2,2,1,1,Jardim Carvalho,109,320000
145072-4,3,2,1,2,Uvaranas,250,320000
107332-4,5,2,0,2,Uvaranas,300,320000
107364-4,3,3,0,2,Neves,108,320000
134646-4,3,2,1,2,Uvaranas,180,320000
128666-4,3,2,1,4,Uvaranas,173,320000
110514-4,3,2,1,2,Jardim Carvalho,90,320000
119320-4,3,1,0,2,Nova Rússia,208,320000
150367-4,2,2,1,2,Uvaranas,115,320000
97102-4,3,2,0,2,Uvaranas,177,320000
144295-4,3,3,1,1,Colônia Dona Luiza,105,320000
129299-4,2,1,0,2,Jardim Carvalho,90,320000
120055-4,2,3,1,5,Uvaranas,170,320000
120214-4,3,2,0,2,Nova Rússia,89,320000
148160-4,3,3,0,3,Estrela,333,320000
132820-4,3,3,0,3,Orfãs,324,320000
132764-4,3,1,0,1,Nova Rússia,140,319000
148215-4,3,2,0,2,Jardim Carvalho,276,315000
132424-4,3,2,0,2,Uvaranas,200,315000
103124-4,3,3,1,2,Uvaranas,100,315000
119180-4,3,2,0,2,Contorno / Sta. Paula,200,312000
154653-4,3,2,0,3,Jardim Carvalho,275,312000
127042-4,3,2,0,2,Colônia Dona Luiza,458,311664
68414-4,2,2,0,2,Nova Rússia,157,310000
119016-4,3,2,0,2,Uvaranas,180,310000
143201-4,3,3,1,4,Oficinas,107,310000
110317-4,3,2,1,2,Uvaranas,173,310000
102815-4,3,2,1,2,Estrela,132,310000
132419-4,3,1,0,2,Chapada,155,310000
119975-4,3,1,0,2,Ronda,555,310000
147351-4,3,2,0,1,Jardim Carvalho,104,310000
109555-4,3,1,1,2,Ronda,225,310000
127102-4,2,1,0,2,Oficinas,54,305000
118986-4,3,2,0,2,Uvaranas,105,300000
119886-4,3,1,0,2,Jardim Carvalho,76,300000
150433-4,3,2,0,2,Olarias,396,300000
143401-4,3,2,1,1,Boa Vista,264,300000
109872-4,2,1,0,2,Nova Rússia,462,300000
143409-4,3,2,1,2,Uvaranas,136,300000
133307-4,3,1,0,2,Uvaranas,70,300000
126856-4,3,1,1,1,Oficinas,100,300000
151055-4,3,2,0,1,Contorno / Sta. Paula,100,300000
102760-4,3,2,0,4,Neves,210,300000
128096-4,3,2,0,2,Nova Rússia,237,300000
143200-4,4,3,1,4,Uvaranas,171,300000
131010-4,3,2,1,1,Jardim Carvalho,125,300000
154113-4,3,2,0,4,Neves,178,300000
131259-4,3,3,0,2,Contorno / Sta. Paula,150,300000
119115-4,3,2,0,2,Oficinas,118,300000
146842-4,3,2,0,2,Uvaranas,120,300000
127659-4,2,2,0,2,Nova Rússia,70,300000
119953-4,3,1,0,2,Boa Vista,495,300000
145068-4,3,1,0,2,Jardim Carvalho,80,300000
129471-4,4,1,0,2,Colônia Dona Luiza,130,300000
125399-4,3,2,0,2,Oficinas,436,300000
129492-4,3,4,1,4,Uvaranas,200,300000
130221-4,3,1,0,2,Olarias,90,300000
131519-4,3,3,1,3,Contorno / Sta. Paula,275,300000
150672-4,4,1,0,1,Contorno / Sta. Paula,320,300000
150682-4,4,2,0,2,Neves,150,300000
133443-4,3,2,0,2,Ronda,478,300000
151332-4,3,2,0,2,Boa Vista,219,300000
142584-4,3,1,0,1,Jardim Carvalho,192,300000
144728-4,3,1,1,2,Boa Vista,145,300000
134227-4,2,2,0,2,Uvaranas,70,300000
150378-4,3,3,2,2,Nova Rússia,237,300000
154472-4,3,1,0,2,Colônia Dona Luiza,125,300000
118865-4,3,2,0,2,Neves,144,300000
128897-4,3,1,0,4,Neves,178,300000
118924-4,3,2,0,2,Boa Vista,186,300000
106506-4,4,2,1,2,Neves,178,300000
145616-4,3,2,1,1,Oficinas,450,300000
146999-4,3,2,0,1,Chapada,462,300000
127411-4,3,2,1,1,Boa Vista,576,300000
154062-4,3,2,1,1,Oficinas,241,300000
143615-4,3,2,0,2,Chapada,212,300000
127425-4,3,2,1,3,Boa Vista,150,300000
131701-4,3,3,1,1,Chapada,144,299000
147827-4,3,3,1,2,Estrela,79,299000
128246-4,3,2,0,2,Contorno / Sta. Paula,140,299000
107171-4,3,2,1,2,Uvaranas,288,295000
143664-4,3,1,0,1,Uvaranas,490,295000
110237-4,3,2,0,2,Uvaranas,173,295000
128427-4,3,2,0,1,Neves,255,295000
27563-4,4,3,1,3,Orfãs,322,295000
130837-4,3,1,0,2,Oficinas,495,295000
145565-4,3,2,1,1,Jardim Carvalho,91,295000
128229-4,3,2,1,2,Nova Rússia,157,295000
154919-4,4,2,0,2,Neves,418,295000
130707-4,3,1,0,2,Oficinas,495,295000
102389-4,3,2,1,2,Jardim Carvalho,96,295000
134290-4,3,2,0,2,Nova Rússia,237,295000
111017-4,3,1,0,1,Orfãs,100,290000
134541-4,3,1,0,3,Jardim Carvalho,99,290000
145217-4,3,2,0,2,Nova Rússia,237,290000
132597-4,2,1,0,2,Centro,320,290000
78575-4,3,1,0,1,Neves,178,290000
133593-4,2,1,0,2,Ronda,320,290000
151150-4,3,1,0,1,Neves,116,290000
150640-4,3,2,0,2,Oficinas,170,290000
96258-4,4,2,0,2,Nova Rússia,150,290000
132237-4,2,1,0,2,Ronda,90,290000
109520-4,3,2,0,1,Uvaranas,173,290000
109554-4,3,1,0,2,Boa Vista,219,290000
87450-4,3,2,0,2,Nova Rússia,237,290000
150357-4,3,1,0,2,Ronda,462,290000
145796-4,3,3,1,2,Boa Vista,270,290000
110768-4,3,1,0,1,Neves,275,290000
107643-4,4,2,1,2,Nova Rússia,430,290000
146299-4,4,1,0,2,Chapada,212,290000
144550-4,3,3,0,3,Estrela,333,290000
151053-4,2,1,0,2,Uvaranas,160,289000
128115-4,3,3,2,2,Uvaranas,173,289000
108010-4,3,2,1,2,Uvaranas,173,285000
144105-4,3,2,1,2,Uvaranas,173,285000
154543-4,3,1,0,1,Uvaranas,80,285000
131719-4,3,3,1,2,Jardim Carvalho,95,285000
27557-4,3,2,1,2,Contorno / Sta. Paula,280,285000
103123-4,3,3,1,2,Uvaranas,100,285000
119269-4,3,2,0,2,Chapada,148,285000
126979-4,3,3,1,2,Uvaranas,99,285000
128512-4,3,2,1,3,Jardim Carvalho,130,285000
110762-4,3,3,1,2,Uvaranas,120,285000
127478-4,3,2,0,2,Ronda,200,280000
151049-4,5,3,1,2,Contorno / Sta. Paula,154,280000
126851-4,2,1,0,1,Chapada,85,280000
154630-4,2,2,1,2,Uvaranas,107,280000
132378-4,4,2,0,2,Uvaranas,135,280000
150604-4,3,2,0,2,Chapada,212,280000
143190-4,3,2,0,2,Boa Vista,143,280000
129637-4,4,1,0,2,Contorno / Sta. Paula,120,280000
142486-4,3,2,0,2,Chapada,212,280000
119086-4,3,2,0,2,Jardim Carvalho,90,280000
154803-4,2,2,0,2,Contorno / Sta. Paula,175,280000
127846-4,4,2,0,2,Chapada,100,280000
79970-4,4,2,0,2,Uvaranas,360,280000
133604-4,3,2,0,1,Neves,140,280000
129422-4,3,2,0,2,Oficinas,462,280000
148010-4,3,2,1,4,Oficinas,140,280000
148992-4,3,2,0,2,Oficinas,104,280000
107294-4,3,2,1,4,Uvaranas,340,280000
107303-4,3,1,0,3,Neves,110,280000
128143-4,3,2,0,2,Contorno / Sta. Paula,180,280000
134620-4,3,2,1,2,Jardim Carvalho,96,280000
109219-4,2,1,0,1,Nova Rússia,102,280000
109240-4,2,1,0,2,Chapada,212,280000
125706-4,4,2,0,2,Contorno / Sta. Paula,177,280000
131523-4,3,2,0,2,Oficinas,480,280000
131528-4,3,1,0,1,Olarias,293,280000
103096-4,2,2,0,2,Uvaranas,366,280000
145720-4,3,1,0,2,Contorno / Sta. Paula,120,280000
127774-4,3,3,0,3,Uvaranas,100,280000
84846-4,2,2,1,3,Contorno / Sta. Paula,336,280000
120226-4,3,2,0,2,Jardim Carvalho,60,280000
132017-4,5,1,0,4,Oficinas,120,280000
132078-4,3,1,0,3,Uvaranas,375,280000
126955-4,3,1,0,2,Contorno / Sta. Paula,275,280000
132466-4,2,1,0,1,Jardim Carvalho,70,280000
132958-4,3,1,0,4,Jardim Carvalho,140,280000
132479-4,3,1,1,1,Chapada,91,280000
150860-4,3,2,1,2,Uvaranas,98,280000
131093-4,3,1,0,2,Chapada,420,280000
147154-4,4,3,1,4,Contorno / Sta. Paula,200,280000
120280-4,3,1,0,2,Uvaranas,462,280000
126571-4,3,2,1,2,Boa Vista,91,280000
154673-4,3,2,0,2,Jardim Carvalho,241,280000
150896-4,3,2,0,2,Uvaranas,106,280000
127270-4,2,1,0,1,Uvaranas,80,280000
154476-4,3,2,0,2,Colônia Dona Luiza,125,280000
134975-4,3,2,0,2,Boa Vista,219,280000
145177-4,3,1,0,2,Uvaranas,105,280000
148924-4,3,1,0,1,Oficinas,118,280000
154734-4,6,2,0,1,Contorno / Sta. Paula,120,280000
118946-4,3,2,0,2,Boa Vista,409,280000
118949-4,3,2,0,2,Uvaranas,180,280000
154780-4,2,1,0,2,Oficinas,307,280000
127283-4,3,1,0,2,Boa Vista,150,280000
144997-4,3,2,0,2,Olarias,145,280000
148957-4,3,2,0,2,Oficinas,155,279000
150440-4,3,1,0,2,Colônia Dona Luiza,156,275000
86912-4,3,2,1,1,Uvaranas,173,275000
128758-4,3,2,1,2,Jardim Carvalho,241,275000
96414-4,3,1,1,2,Uvaranas,74,275000
134945-4,3,3,1,1,Boa Vista,130,275000
146065-4,2,1,0,2,Neves,111,275000
127376-4,3,2,0,2,Colônia Dona Luiza,400,272632
111536-4,3,2,1,2,Contorno / Sta. Paula,83,270000
132351-4,3,2,0,4,Estrela,120,270000
131882-4,3,1,0,2,Boa Vista,130,270000
120142-4,2,1,0,2,Oficinas,80,270000
126398-4,3,2,0,1,Oficinas,87,270000
153624-4,3,3,1,2,Uvaranas,98,270000
125800-4,3,3,1,1,Uvaranas,100,270000
135078-4,3,1,0,2,Jardim Carvalho,90,270000
131501-4,4,2,1,2,Uvaranas,445,270000
145306-4,3,1,0,3,Jardim Carvalho,75,270000
109272-4,3,1,0,2,Boa Vista,219,270000
109322-4,3,2,0,2,Nova Rússia,237,270000
131541-4,3,2,0,4,Estrela,120,270000
119249-4,3,2,0,2,Boa Vista,80,270000
85382-4,4,2,1,2,Contorno / Sta. Paula,220,270000
142845-4,3,2,0,2,Uvaranas,150,270000
109431-4,3,2,0,2,Uvaranas,173,270000
128723-4,2,2,1,2,Uvaranas,173,270000
142582-4,3,2,1,3,Neves,165,270000
126732-4,3,2,1,2,Uvaranas,100,270000
129251-4,3,2,0,1,Estrela,120,270000
119360-4,3,1,0,2,Olarias,95,270000
132988-4,3,2,0,3,Estrela,79,270000
119821-4,3,2,0,2,Contorno / Sta. Paula,135,270000
127255-4,3,2,0,2,Contorno / Sta. Paula,180,270000
128904-4,3,1,1,1,Uvaranas,173,270000
131864-4,3,2,1,2,Chapada,207,270000
148380-4,3,2,0,2,Uvaranas,173,270000
111010-4,4,3,0,1,Uvaranas,110,270000
107409-4,3,2,1,1,Oficinas,241,268000
151045-4,5,2,0,1,Oficinas,170,265000
147974-4,2,2,0,1,Uvaranas,120,265000
127536-4,3,1,1,2,Jardim Carvalho,105,265000
20924-4,3,1,0,3,Uvaranas,311,265000
150465-4,3,1,0,2,Neves,162,265000
130588-4,2,2,1,2,Contorno / Sta. Paula,80,265000
147376-4,3,2,1,3,Uvaranas,184,265000
151334-4,3,2,1,1,Jardim Carvalho,241,265000
154886-4,3,2,1,3,Uvaranas,130,265000
101179-4,2,1,0,2,Olarias,495,265000
97654-4,1,1,0,2,Nova Rússia,57,265000
132069-4,3,2,0,2,Neves,68,265000
128976-4,3,1,0,2,Neves,178,260000
107083-4,3,1,0,2,Uvaranas,462,260000
106647-4,2,1,0,2,Neves,84,260000
154080-4,2,2,0,2,Estrela,333,260000
107104-4,4,2,0,3,Uvaranas,288,260000
148202-4,3,1,0,2,Uvaranas,115,260000
127500-4,3,1,0,2,Boa Vista,480,260000
134323-4,3,2,1,1,Estrela,68,260000
119106-4,3,2,0,2,Boa Vista,198,260000
107247-4,4,3,0,1,Olarias,196,260000
145273-4,3,2,1,2,Estrela,76,260000
107271-4,3,1,0,1,Cará-cará,480,260000
80851-4,3,1,0,1,Jardim Carvalho,105,260000
125934-4,3,1,0,2,Neves,178,260000
119274-4,3,1,0,2,Boa Vista,300,260000
132219-4,3,2,0,2,Uvaranas,215,260000
119277-4,3,2,0,2,Uvaranas,79,260000
151329-4,3,2,0,2,Uvaranas,173,260000
150338-4,3,2,1,2,Boa Vista,219,260000
107511-4,3,1,0,1,Nova Rússia,114,260000
134944-4,3,3,1,1,Boa Vista,110,260000
107561-4,3,1,1,1,Neves,178,260000
146009-4,3,2,0,2,Contorno / Sta. Paula,70,260000
107566-4,1,1,0,1,Uvaranas,300,260000
150897-4,3,2,0,2,Uvaranas,106,260000
150898-4,3,2,0,2,Uvaranas,106,260000
154288-4,3,2,1,2,Orfãs,324,260000
94898-4,3,2,0,1,Oficinas,92,260000
118942-4,2,1,0,2,Cará-cará,160,260000
150924-4,3,2,0,2,Uvaranas,106,260000
127410-4,3,3,1,1,Jardim Carvalho,93,260000
148943-4,3,2,0,2,Uvaranas,200,260000
128484-4,2,2,1,2,Oficinas,105,258000
21828-4,3,3,1,2,Jardim Carvalho,241,255000
145276-4,3,2,1,2,Estrela,76,255000
143243-4,3,3,1,3,Cará-cará,140,255000
128680-4,2,2,0,3,Centro,384,255000
109640-4,4,2,0,4,Uvaranas,173,255000
111145-4,3,1,0,2,Boa Vista,219,255000
119885-4,3,1,0,2,Jardim Carvalho,76,250000
151041-4,3,1,0,4,Contorno / Sta. Paula,100,250000
150441-4,3,1,0,2,Cará-cará,70,250000
128099-4,3,1,0,2,Estrela,120,250000
133314-4,2,1,0,2,Jardim Carvalho,504,250000
111437-4,3,3,1,2,Boa Vista,219,250000
146564-4,3,2,1,2,Uvaranas,300,250000
117801-4,3,2,0,1,Uvaranas,120,250000
111453-4,3,2,0,1,Boa Vista,300,250000
150598-4,3,2,1,3,Ronda,75,250000
129640-4,3,1,0,2,Contorno / Sta. Paula,47,250000
118044-4,3,2,1,1,Jardim Carvalho,241,250000
131007-4,3,2,0,2,Nova Rússia,237,250000
119104-4,3,2,0,2,Chapada,95,250000
133587-4,2,1,0,3,Centro,60,250000
147518-4,2,1,0,2,Boa Vista,219,250000
127878-4,3,3,1,2,Uvaranas,77,250000
127134-4,3,2,0,2,Uvaranas,173,250000
150501-4,3,2,0,2,Boa Vista,156,250000
145918-4,2,1,0,2,Oficinas,105,250000
143923-4,3,1,0,2,Neves,275,250000
106016-4,3,2,0,1,Chapada,520,250000
107314-4,2,1,0,1,Nova Rússia,448,250000
125835-4,2,1,0,1,Cará-cará,121,250000
147103-4,4,2,0,2,Boa Vista,100,250000
148465-4,3,2,1,2,Boa Vista,219,250000
146638-4,1,3,1,3,Estrela,64,250000
83315-4,3,2,1,2,Ronda,342,250000
103063-4,3,2,0,2,Chapada,90,250000
127178-4,3,1,0,2,Uvaranas,140,250000
134128-4,2,1,0,2,Nova Rússia,80,250000
132669-4,2,2,0,2,Neves,170,250000
46799-4,3,1,0,4,Nova Rússia,400,250000
146904-4,3,2,0,2,Uvaranas,106,250000
151316-4,3,2,1,3,Chapada,212,250000
130587-4,3,2,1,1,Contorno / Sta. Paula,88,250000
118695-4,3,2,0,2,Oficinas,462,250000
134914-4,3,3,1,1,Uvaranas,165,250000
119300-4,3,2,0,2,Boa Vista,133,250000
143091-4,4,3,0,4,Uvaranas,173,250000
147151-4,3,1,0,3,Uvaranas,165,250000
147152-4,3,2,1,2,Ronda,75,250000
96472-4,3,1,0,2,Uvaranas,106,250000
120047-4,3,2,1,1,Uvaranas,170,250000
144260-4,3,2,0,1,Uvaranas,86,250000
129185-4,3,2,0,1,Uvaranas,80,250000
147662-4,2,2,0,2,Uvaranas,57,250000
125265-4,3,1,0,2,Contorno / Sta. Paula,170,250000
144748-4,3,1,0,1,Uvaranas,93,250000
131834-4,5,2,0,2,Neves,200,250000
128896-4,3,2,0,2,Estrela,333,250000
104640-4,3,3,0,3,Jardim Carvalho,442,250000
97352-4,2,1,0,1,Uvaranas,55,250000
133748-4,5,3,0,2,Uvaranas,250,250000
143604-4,3,1,0,2,Nova Rússia,120,250000
97659-4,4,1,1,2,Cará-cará,150,250000
111157-4,2,1,0,1,Olarias,196,250000
106566-4,3,2,1,2,Jardim Carvalho,102,250000
132086-4,3,1,0,2,Nova Rússia,120,250000
125588-4,3,1,0,2,Nova Rússia,100,250000
148189-4,4,3,2,1,Uvaranas,144,250000
133057-4,2,1,1,1,Orfãs,100,250000
109896-4,2,2,0,2,Jardim Carvalho,241,249000
109732-4,2,2,0,1,Nova Rússia,237,248000
144729-4,3,2,0,3,Centro,100,245000
147209-4,3,1,0,1,Centro,164,245000
127408-4,3,3,1,1,Jardim Carvalho,93,245000
144980-4,3,1,0,3,Centro,74,245000
128973-4,3,1,0,1,Jardim Carvalho,241,245000
135039-4,2,1,0,1,Boa Vista,219,244000
142484-4,3,2,0,2,Boa Vista,219,244000
151038-4,3,2,1,2,Contorno / Sta. Paula,120,240000
151039-4,2,2,0,2,Contorno / Sta. Paula,120,240000
154333-4,3,2,1,1,Uvaranas,95,240000
134784-4,3,1,0,2,Neves,80,240000
145641-4,3,3,1,3,Estrela,148,240000
107179-4,3,2,1,2,Boa Vista,110,240000
127595-4,2,1,0,2,Uvaranas,173,240000
131274-4,2,1,0,1,Cará-cará,110,240000
21294-4,2,1,1,2,Contorno / Sta. Paula,177,240000
135072-4,4,2,0,3,Uvaranas,472,240000
131512-4,3,1,0,2,Ronda,360,240000
106316-4,2,2,0,2,Neves,84,240000
107460-4,3,1,1,1,Oficinas,97,240000
146447-4,3,2,0,3,Uvaranas,120,240000
119359-4,3,1,0,2,Uvaranas,100,240000
150882-4,3,1,0,3,Colônia Dona Luiza,80,240000
118882-4,3,2,0,2,Contorno / Sta. Paula,150,240000
106395-4,3,2,0,2,Oficinas,241,240000
144297-4,3,2,0,2,Estrela,76,240000
131610-4,3,1,0,2,Oficinas,98,240000
150570-4,3,2,0,2,Chapada,140,240000
151344-4,3,1,0,3,Orfãs,324,239000
130015-4,3,2,0,2,Uvaranas,173,235000
151035-4,5,2,0,2,Contorno / Sta. Paula,177,230000
151037-4,2,2,0,2,Contorno / Sta. Paula,200,230000
102707-4,3,1,0,1,Chapada,462,230000
102728-4,2,2,0,2,Uvaranas,173,230000
